IP Range,23.227.38.0 - 23.227.38.255,,https://myip.ms/browse/sites/1/ipID/23.227.38.0/ipIDii/23.227.38.255/sort/6/asc/1#top,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Domain Info,,,,,,,,,,,,,,,,,SEO,,,,,,
No,Web Site,Website IP Address,Web Hosting Company / IP Owner,Web Hosting / Server IP Location,Web Hosting City,World Site Popular Rating,World Site Popular Rating (MyIP),Alexa Global Ranking,TLD,Company Name (Clearbit),Description (Clearbit),Selling?,Country (Clearbit),Category,SIC (Standard Industrial Classification),NAICs,Estimated Revenue (Clearbit),Reported Revenue (Clearbit),Brand Search Volume (Keywords Everywhere),Referring Domains (Ahrefs),Backlinks (Ahrefs),Keywords (Ahrefs),Traffic (Ahrefs)
839,misslola.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 109,875","109,875",142632,com,,"*FREE SHIPPING on ALL Domestic Orders over $75.00 | MISSLOLA.COM will have your OOTD ready for the POPULAR PAGE. Calling all Influencers, Fashion Bloggers, Online Shoppers, Vloggers, and Fashion Lovers who want to take their outfits to the next level. ...",,,,,,,,,903,21811,20683,50123
840,v-moda.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,948","109,948",259233,com,V-MODA,"V-MODA is a private international company specializing in the design and production of high-end mobile audio products, including headphones, earphones, portable amplifiers, protection ear plugs and accessories.",,US,Consumer Electronics,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,,,,2778,443462,9417,65087
841,yeeyeeapparel.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,961","109,961",659392,com,Yee Yee Apparel ðŸ¤,"The Official Store for Yee Yee Apparel. Yee Yee is a lifestyle. Shirts, Hats, Flags, and more. Live the YEE YEE lifestyle and get your gear today!",,,,,,,,,299,1272,6669,8332
842,thebalm.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 109,976","109,976",205329,com,theBalm Cosmetics,"theBalm Cosmetics is a sassy, classy, SF based company with a line of high-quality makeup for the fun, flirty & fierce!",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,4067,112273,22151,113605
843,bigredgadgets.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 110,050","110,050",325241,com,,Gadgets | Accessories | Cycling | Tech | Winter Sports | Big Red brings you amazing products at amazing prices. Free Worldwide Shipping - Shop Now!,,,,,,,,,49,238,707,555
844,thickassglass.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,095","110,095",314725,com,Thick Ass Glass,"Thick Ass Glass carries a unique selection of high-quality, affordable glass water pipes and dab rigs. Our online head shop is stocked with your favorite glass bongs including oil rigs, downstems, bubblers and ash catchers. Shop with confidence with TA...",,US,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,,,,253,7956,16999,52714
845,potatoparcel.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,268","110,268",171321,com,Potato Parcel,Send A Message to Anyone...On a Potato! The best alternative to a greeting card or flowers. Mail a Potato. Send a potato. Anonymous or not!,,US,Internet,"Services-Engineering, Accounting, Research, Management","Professional, Scientific, and Technical Services",$1M-$10M,,,648,15469,7192,21097
846,suta.in,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,311","110,311",145673,in,Suta,"Suta means and celebrates thread. Suta is a humble store which works with weavers from all over India and creates handwoven and handcrafted products like sarees, blouses, dresses and lehengas. Suta specializes in mul mul made in heaven cotton, jamdani,...",,IN,"Apparel, Accessories & Luxury Goods",,,$1M-$10M,,,67,306,1383,3247
847,mintzwhistles.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,379","110,379",4714556,com,,"High Quality Steam Train Whistles that can be mouth blown or operated by low pressure air or steam. Perfect for the train lover, live steam hobby, for adults and children. Great gifts for Christmas!",,,,,,,,,10,91,98,147
848,faithfullthebrand.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,418","110,418",176484,com,Faithfull the Brand,FAITHFULL THE BRAND is a collection of effortless pieces designed to be versatile and easy - made with the modern traveller in mind,,,Consumer Staples,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$10M-$50M,,,794,7609,2970,21655
849,bestchoiceproducts.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,565","110,565",93204,com,Best Choice Products,"Best Choice Products is dedicated to providing quality, low priced home, garden, music, children, and fitness products and as always FREE SHIPPING.",,US,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,$10M-$50M,,,906,104107,90425,51524
850,chomps.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,593","110,593",193752,com,Chomps,"CHOMPS Snack Sticks are sourced from 100% grass-fed & finished beef and venison, paleo & whole30 approved, and certified gluten free. If youâ€™re looking for a delicious on-the-go snack that's packed with both protein and flavor, try CHOMPS!",,US,Internet,"Services-Engineering, Accounting, Research, Management","Professional, Scientific, and Technical Services",$1M-$10M,,,608,2588,19106,21127
851,downeastbasics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,624","110,624",198619,com,Downeast Home & Clothing,"DownEast provides the highest quality and most affordable women's clothing available. Tailored to be classic, yet fashionable, Downeast has what you need!",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,2461,183219,12392,56003
852,frankiesbikinis.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,645"," 110,645",133446,com,FRANKIES BIKINIS,Effortlessly cool designer swimwear and apparel by Frankies Bikinis. Loved by celebrities and it-girls worldwide. Free Shipping & Returns. Designed by Francesca Aiello.,,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,849,47032,15409,43122
853,limericki.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,696"," 110,696",438037,com,Lime Ricki Swimwear,"Your one stop shop for cute and modest swimsuits for women, tweens, and juniors. Explore our fun and diverse collection of crops, bralettes, peplums, tankini's, and one-pieces at Lime Ricki Swimwear. Extra-small through plus sizes available.",,US,Consumer Goods,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,955,181603,9950,13301
854,onemessybun.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,727"," 110,727",939056,com,OneMessyBun,"We design and create fun apparel for the whole family. Our products are produced from the softest, premium materials available. #OMB #onemessybun",,US,Consumer Staples,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,,,,20,58,709,449
855,pescience.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,733"," 110,733",245990,com,PEScience,"PEScience makes a wide range of sports supplements: Protein, Protein Bars, Pre-Workouts, Amino Acids & more. Creators of SELECT! Premium Products. Ultimate Results.",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,504,35022,14605,31171
856,rubinoshoes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,754"," 110,754",466247,com,Rubino shoes,"Oeuvrant depuis plus de 25 ans dans lâ€™industrie de la chaussure, Rubino est une entreprise familiale 100% quÃ©bÃ©coise, offrant les meilleures marques, aux meilleurs prix, pour femmes, hommes et enfants. Rubino sâ€™est bÃ¢tie une rÃ©putation enviable pour...",,CA,Internet,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,152,2733,24242,23025
857,stagprovisions.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,777"," 110,777",130461,com,STAG Provisions,"Stag is classic and modern; traditional and progressive; new and old; respectful and rebellious. Weâ€™re several parts clothing, part antique, part gift, part acc",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,585,6162,20386,16786
858,svsound.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,786"," 110,786",96190,com,SVS,"SVS builds speakers, subwoofers and audio accessories for music and home theater surround sound systems. Proudly engineered in Youngstown, Ohio.",,US,Consumer Electronics,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$50M-$100M,,,1626,2715025,27444,60748
859,thelegendsbrand.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,793"," 110,793",310878,com,The Legends Brand,"We bring the most progressive, fashionable and comfortable elevated apparel for the everyday grind. Each piece of apparel is designed by athletes and rigorously tested with top sports professionals. The result is performance driven and validated design...",,US,"Apparel, Accessories & Luxury Goods",Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$0-$1M,,,73,1760,1613,2366
860,thelittlemarket.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,795"," 110,795",108608,com,The Little Market,The Little Market is a nonprofit founded by women to empower women. Shop handmade fair trade products created by artisans around the world.,,US,Consumer Discretionary,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,1860,62393,13456,15653
861,thryveinside.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,799"," 110,799",240623,com,Thryveinside,Thryve is the world's first Gut Health program that includes both Personalized Probiotics & Microbiome Testing.,,US,Internet,"Services-Engineering, Accounting, Research, Management","Professional, Scientific, and Technical Services",$1M-$10M,,,458,59932,2717,1897
862,wholesalesparkle.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 110,847"," 110,847",250174,com,,Wholesale Jewelry for Sale. Wholesale Sparkle offers top quality Sterling Silver Jewelry for men & women at Wholesale Prices! Shop Online & Buy Today!,,US,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,,,,40,194,3582,2074
863,alienmood.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 110,942"," 110,942",842642,com,,Alien Mood || Online Alternative Boutique || Clothing and Accessories for all Species || Bringing you the Sickest Fashion from the Cosmic Realm,,,,,,,,,78,437,4204,8290
864,a-j-e.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 111,202"," 111,202",630006,com.au,,"Aje is all about effortless Australian style, with elevated everyday essentials and statement occasion pieces. Shop ready-to-wear, denim and accessories online.",,AU,,,,,,,692,9433,2238,3669
865,undefeated.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 111,232"," 111,232",76318,com,Undefeated,"Established in 2002, UNDEFEATED is the original authentic sneaker store and apparel brand offering the best curated products and exclusive collaborations.",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,1881,68083,67447,84371
866,designpublic.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 111,324"," 111,324",336276,com,Design Public,Modern home furniture and accessories.: Design Public sells fresh and inspiring products from today's best designers as well as the rockstars of tomorrow.,,US,Consumer Discretionary,"Retail-Home Furniture, Furnishings & Equipment Stores",RetailTrade,$1M-$10M,,,4304,437477,13045,2855
867,paysocialmedia.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 111,898"," 111,898",611249,com,,"Get Facebook, Twitter, Instagram, YouTube, Soundcloud, and Mixcloud high quality services with Instant results! 24/7 support! All our growth services are 100% guaranteed. The best prices only at Pay Social Media!",,,,,,,,,20,168,519,126
868,herbaffair.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,029"," 112,029",678723,com,Herb Affair,"Herb Affair offers a wide variety of certified organic herbs, spices, empty capsules, and oils at wholesale prices. Discover our online selection today.",,US,Consumer Staples,Wholesale-Paper & Paper Products,WholesaleTrade in United States,$0-$1M,,,268,2272,7391,5658
869,styleshwo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,104"," 112,104",481520,com,,"Unmentionables: Sexy Intimates, Bras, Panties, Lingerie Sets and Sleepwear for Women It's simpler than any time in recent memory to locate your provocative, regardless of whether you're dressing for yourself or another person. The most recent underwear...",,,,,,,,,11,36,74,1
870,lovefashion.co.uk,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,297"," 112,297",5629210,co.uk,LoveFashionUK,Discover fabulous plus size fashion at Love Fashion in sizes 14-36. Shop new season styles with free delivery over Â£50!,,GB,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,76,641,832,718
871,attitudeliving.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,390"," 112,390",484638,com,ATTITUDE,"ATTITUDE creates personal care and cleaning products that are safe, effective and hypoallergenic with a minimal impact on our families and the planet.",,,Consumer Goods,Chemicals & Allied Products,Manufacturing,$10M-$50M,,,778,22076,11869,8627
872,bellamihair.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 112,395"," 112,395",128760,com,Bellami Hair,Official Website BellamiHair.com Â© 2019 BELLAMI HAIR LLC. All Rights Reserved: Get luscious full hair with hair extensions! Sew In and Clip-In Hair Extensions,,US,Consumer Discretionary,,"Professional, Scientific, and Technical Services",$1M-$10M,,,1338,100315,67528,118609
873,c2wireless.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,404"," 112,404",1164090,com,C2Wireless,"C2 Wireless is a leading distributor of wireless accessories, handsets, wearables and parts. Offering the latest and most innovative products from top manufacturers, C2 Wireless provides complete supply chain management, fulfillment and logistics progr...",,US,Computer Networking,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$10M-$50M,,,37,64110,1406,170
874,gc2b.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,449"," 112,449",377763,co,gc2b,"gc2b is a trans owned and operated company committed to providing accessible, comfortable, and safe binding options designed by trans people, for trans people. We offer two styles and 12 colors. Shipping is fast and customer service is here to help!",,US,Consumer Discretionary,"Retail-Home Furniture, Furnishings & Equipment Stores",RetailTrade,$1M-$10M,,,397,2723,5833,71953
875,heavyhitters.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,467"," 112,467",337243,co,Heavy Hitters,The Original high potency vape cartridge. The best tasting and most enjoyable high in California.,,US,Consumer Discretionary,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,$1M-$10M,,,260,790,3056,8180
876,kennedyblue.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,487"," 112,487",337421,com,Kennedy Blue,High-quality bridesmaid dresses from $99-$149. Try-on dresses in your size & color in the convenience of your home. Dresses available in 40+ colors.,,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,684,3500,46263,48889
877,langehair.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,490"," 112,490",101668,com,L'ange,"I honestly can't say which product I love more cause they are all just amazing. L'ange hair products smell so great, and they make my hair ...",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,368,3691,33256,24956
878,letsmakeart.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 112,492"," 112,492",267822,com,Let's Make Art,We take the guesswork out of picking paint and art supplies. We carry only the supplies we personally use. If you need watercolor paint or acrylic gouache.,,US,Retailing,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,169,1027,10867,9700
879,mintwoodhome.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,504"," 112,504",610375,com,Mintwood Home,Mintwood Home is an online marketplace for custom pillows and home decor + a daily destination for design advice and inspiration.,,US,Consumer Discretionary,"Retail-Home Furniture, Furnishings & Equipment Stores",RetailTrade,$0-$1M,,,294,41605,1803,633
880,promixnutrition.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,545"," 112,545",730684,com,PROMIX Nutrition,"Promix Nutrition natural supplements contain only the purest ingredients. Buy high quality, natural protein supplements & more at our online supplements store!",,US,Health & Wellness,Food and Kindred Products,Manufacturing,$1M-$10M,,,246,1067,12475,12492
881,racedayquads.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 112,546"," 112,546",91408,com,RaceDayQuads,RaceDayQuads boasts the best prices in the FPV Drone Racing world. Our racing drone store offers free same day shipping in the USA and has a 100% satisfaction guarantee!,,US,,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,,,,619,75784,20990,37833
882,senitaathletics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,556"," 112,556",219449,com,Senita Athletics,"Senita Athletics - affordable, stylish, high-quality exercise clothing for women including pants, capris, sports bras, tank tops, and other activewear.",,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,328,1849,5429,13063
883,shopnewrepublic.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,561"," 112,561",124529,com,New Republic,New Republic is a digitally-native footwear brand that creates classic silhouettes with modern updates in premium materials.,,US,,,,,,,253,3570,3579,9048
884,thehundreds.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,580"," 112,580",112126,com,The Hundreds,A 2-part project that houses a Classic Californian Streetwear brand and media platform dedicated to Global Street Culture.,,US,Consumer Staples,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$10M-$50M,,,5840,660910,96416,88175
885,usagundamstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 112,591"," 112,591",192825,com,USAGundamStore,"Gundam Models,Gundam Model, and Hobby tools, GSI Cros, Mr Hobby, and Star wars Nendoroids and GSC Good Smile",,US,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,,,,225,142505,40832,97585
